Month,AverageTemperature,Country
09,20.380570169626292,Europe
10,17.743976211024805,Europe
11,14.978009589041097,Europe
12,12.488278313359572,Europe
01,11.635348180539687,Falkland Islands (Islas Malvinas)
02,12.577013608582863,Falkland Islands (Islas Malvinas)
03,14.57424544136386,Falkland Islands (Islas Malvinas)
04,16.969518652622337,Falkland Islands (Islas Malvinas)
05,19.523826324124585,Falkland Islands (Islas Malvinas)
06,21.22447707777459,Falkland Islands (Islas Malvinas)
07,22.207359550068105,Falkland Islands (Islas Malvinas)
08,22.016857218298238,Falkland Islands (Islas Malvinas)
09,20.380570169626292,Falkland Islands (Islas Malvinas)
10,17.743976211024805,Falkland Islands (Islas Malvinas)
11,14.978009589041097,Falkland Islands (Islas Malvinas)
12,12.488278313359572,Falkland Islands (Islas Malvinas)
01,11.635348180539687,Faroe Islands
02,12.577013608582863,Faroe Islands
03,14.57424544136386,Faroe Islands
04,16.969518652622337,Faroe Islands
05,19.523826324124585,Faroe Islands
06,21.22447707777459,Faroe Islands
07,22.207359550068105,Faroe Islands
08,22.016857218298238,Faroe Islands
09,20.380570169626292,Faroe Islands
10,17.743976211024805,Faroe Islands
11,14.978009589041097,Faroe Islands
12,12.488278313359572,Faroe Islands
01,11.635348180539687,Federated States Of Micronesia
02,12.577013608582863,Federated States Of Micronesia
03,14.57424544136386,Federated States Of Micronesia
04,16.969518652622337,Federated States Of Micronesia
05,19.523826324124585,Federated States Of Micronesia
06,21.22447707777459,Federated States Of Micronesia
07,22.207359550068105,Federated States Of Micronesia
08,22.016857218298238,Federated States Of Micronesia
09,20.380570169626292,Federated States Of Micronesia
10,17.743976211024805,Federated States Of Micronesia
11,14.978009589041097,Federated States Of Micronesia
12,12.488278313359572,Federated States Of Micronesia
01,11.635348180539687,Fiji
02,12.577013608582863,Fiji
03,14.57424544136386,Fiji
04,16.969518652622337,Fiji
05,19.523826324124585,Fiji
06,21.22447707777459,Fiji
07,22.207359550068105,Fiji
08,22.016857218298238,Fiji
09,20.380570169626292,Fiji
10,17.743976211024805,Fiji
11,14.978009589041097,Fiji
12,12.488278313359572,Fiji
01,11.635348180539687,Finland
02,12.577013608582863,Finland
03,14.57424544136386,Finland
04,16.969518652622337,Finland
05,19.523826324124585,Finland
06,21.22447707777459,Finland
07,22.207359550068105,Finland
08,22.016857218298238,Finland
09,20.380570169626292,Finland
10,17.743976211024805,Finland
11,14.978009589041097,Finland
12,12.488278313359572,Finland
01,11.635348180539687,France (Europe)
02,12.577013608582863,France (Europe)
03,14.57424544136386,France (Europe)
04,16.969518652622337,France (Europe)
05,19.523826324124585,France (Europe)
06,21.22447707777459,France (Europe)
07,22.207359550068105,France (Europe)
08,22.016857218298238,France (Europe)
09,20.380570169626292,France (Europe)
10,17.743976211024805,France (Europe)
11,14.978009589041097,France (Europe)
12,12.488278313359572,France (Europe)
01,11.635348180539687,France
02,12.577013608582863,France
03,14.57424544136386,France
04,16.969518652622337,France
05,19.523826324124585,France
06,21.22447707777459,France
07,22.207359550068105,France
08,22.016857218298238,France
09,20.380570169626292,France
10,17.743976211024805,France
11,14.978009589041097,France
12,12.488278313359572,France
01,11.635348180539687,French Guiana
02,12.577013608582863,French Guiana
03,14.57424544136386,French Guiana
04,16.969518652622337,French Guiana
05,19.523826324124585,French Guiana
06,21.22447707777459,French Guiana
07,22.207359550068105,French Guiana
08,22.016857218298238,French Guiana
09,20.380570169626292,French Guiana
10,17.743976211024805,French Guiana
11,14.978009589041097,French Guiana
12,12.488278313359572,French Guiana
01,11.635348180539687,French Polynesia
02,12.577013608582863,French Polynesia
03,14.57424544136386,French Polynesia
04,16.969518652622337,French Polynesia
05,19.523826324124585,French Polynesia
06,21.22447707777459,French Polynesia
07,22.207359550068105,French Polynesia
08,22.016857218298238,French Polynesia
09,20.380570169626292,French Polynesia
10,17.743976211024805,French Polynesia
11,14.978009589041097,French Polynesia
12,12.488278313359572,French Polynesia
01,11.635348180539687,French Southern And Antarctic Lands
02,12.577013608582863,French Southern And Antarctic Lands
03,14.57424544136386,French Southern And Antarctic Lands
04,16.969518652622337,French Southern And Antarctic Lands
05,19.523826324124585,French Southern And Antarctic Lands
06,21.22447707777459,French Southern And Antarctic Lands
07,22.207359550068105,French Southern And Antarctic Lands
08,22.016857218298238,French Southern And Antarctic Lands
09,20.380570169626292,French Southern And Antarctic Lands
10,17.743976211024805,French Southern And Antarctic Lands
11,14.978009589041097,French Southern And Antarctic Lands
12,12.488278313359572,French Southern And Antarctic Lands
01,11.635348180539687,Gabon
02,12.577013608582863,Gabon
03,14.57424544136386,Gabon
04,16.969518652622337,Gabon
05,19.523826324124585,Gabon
06,21.22447707777459,Gabon
07,22.207359550068105,Gabon
08,22.016857218298238,Gabon
09,20.380570169626292,Gabon
10,17.743976211024805,Gabon
11,14.978009589041097,Gabon
12,12.488278313359572,Gabon
01,11.635348180539687,Gambia
02,12.577013608582863,Gambia
03,14.57424544136386,Gambia
04,16.969518652622337,Gambia
05,19.523826324124585,Gambia
06,21.22447707777459,Gambia
07,22.207359550068105,Gambia
08,22.016857218298238,Gambia
09,20.380570169626292,Gambia
10,17.743976211024805,Gambia
11,14.978009589041097,Gambia
12,12.488278313359572,Gambia
01,11.635348180539687,Gaza Strip
02,12.577013608582863,Gaza Strip
03,14.57424544136386,Gaza Strip
04,16.969518652622337,Gaza Strip
05,19.523826324124585,Gaza Strip
06,21.22447707777459,Gaza Strip
07,22.207359550068105,Gaza Strip
08,22.016857218298238,Gaza Strip
09,20.380570169626292,Gaza Strip
10,17.743976211024805,Gaza Strip
11,14.978009589041097,Gaza Strip
12,12.488278313359572,Gaza Strip
01,11.635348180539687,Georgia
02,12.577013608582863,Georgia
03,14.57424544136386,Georgia
04,16.969518652622337,Georgia
05,19.523826324124585,Georgia
06,21.22447707777459,Georgia
07,22.207359550068105,Georgia
08,22.016857218298238,Georgia
09,20.380570169626292,Georgia
10,17.743976211024805,Georgia
11,14.978009589041097,Georgia
12,12.488278313359572,Georgia
01,11.635348180539687,Germany
02,12.577013608582863,Germany
03,14.57424544136386,Germany
04,16.969518652622337,Germany
05,19.523826324124585,Germany
06,21.22447707777459,Germany
07,22.207359550068105,Germany
08,22.016857218298238,Germany
09,20.380570169626292,Germany
10,17.743976211024805,Germany
11,14.978009589041097,Germany
12,12.488278313359572,Germany
01,11.635348180539687,Ghana
02,12.577013608582863,Ghana
03,14.57424544136386,Ghana
04,16.969518652622337,Ghana
05,19.523826324124585,Ghana
06,21.22447707777459,Ghana
07,22.207359550068105,Ghana
08,22.016857218298238,Ghana
09,20.380570169626292,Ghana
10,17.743976211024805,Ghana
11,14.978009589041097,Ghana
12,12.488278313359572,Ghana
01,11.635348180539687,Greece
02,12.577013608582863,Greece
03,14.57424544136386,Greece
04,16.969518652622337,Greece
05,19.523826324124585,Greece
06,21.22447707777459,Greece
07,22.207359550068105,Greece
08,22.016857218298238,Greece
09,20.380570169626292,Greece
10,17.743976211024805,Greece
11,14.978009589041097,Greece
12,12.488278313359572,Greece
01,11.635348180539687,Greenland
02,12.577013608582863,Greenland
03,14.57424544136386,Greenland
04,16.969518652622337,Greenland
05,19.523826324124585,Greenland
06,21.22447707777459,Greenland
07,22.207359550068105,Greenland
08,22.016857218298238,Greenland
09,20.380570169626292,Greenland
10,17.743976211024805,Greenland
11,14.978009589041097,Greenland
12,12.488278313359572,Greenland
01,11.635348180539687,Grenada
02,12.577013608582863,Grenada
03,14.57424544136386,Grenada
04,16.969518652622337,Grenada
05,19.523826324124585,Grenada
06,21.22447707777459,Grenada
07,22.207359550068105,Grenada
08,22.016857218298238,Grenada
09,20.380570169626292,Grenada
10,17.743976211024805,Grenada
11,14.978009589041097,Grenada
12,12.488278313359572,Grenada
01,11.635348180539687,Guadeloupe
02,12.577013608582863,Guadeloupe
03,14.57424544136386,Guadeloupe
04,16.969518652622337,Guadeloupe
05,19.523826324124585,Guadeloupe
06,21.22447707777459,Guadeloupe
07,22.207359550068105,Guadeloupe
08,22.016857218298238,Guadeloupe
09,20.380570169626292,Guadeloupe
10,17.743976211024805,Guadeloupe
11,14.978009589041097,Guadeloupe
12,12.488278313359572,Guadeloupe
01,11.635348180539687,Guam
02,12.577013608582863,Guam
03,14.57424544136386,Guam
04,16.969518652622337,Guam
05,19.523826324124585,Guam
06,21.22447707777459,Guam
07,22.207359550068105,Guam
08,22.016857218298238,Guam
09,20.380570169626292,Guam
10,17.743976211024805,Guam
11,14.978009589041097,Guam
12,12.488278313359572,Guam
01,11.635348180539687,Guatemala
02,12.577013608582863,Guatemala
03,14.57424544136386,Guatemala
04,16.969518652622337,Guatemala
05,19.523826324124585,Guatemala
06,21.22447707777459,Guatemala
07,22.207359550068105,Guatemala
08,22.016857218298238,Guatemala
09,20.380570169626292,Guatemala
10,17.743976211024805,Guatemala
11,14.978009589041097,Guatemala
12,12.488278313359572,Guatemala
01,11.635348180539687,Guernsey
02,12.577013608582863,Guernsey
03,14.57424544136386,Guernsey
04,16.969518652622337,Guernsey
05,19.523826324124585,Guernsey
06,21.22447707777459,Guernsey
07,22.207359550068105,Guernsey
08,22.016857218298238,Guernsey
09,20.380570169626292,Guernsey
10,17.743976211024805,Guernsey
11,14.978009589041097,Guernsey
12,12.488278313359572,Guernsey
01,11.635348180539687,Guinea Bissau
02,12.577013608582863,Guinea Bissau
03,14.57424544136386,Guinea Bissau
04,16.969518652622337,Guinea Bissau
05,19.523826324124585,Guinea Bissau
06,21.22447707777459,Guinea Bissau
07,22.207359550068105,Guinea Bissau
08,22.016857218298238,Guinea Bissau
09,20.380570169626292,Guinea Bissau
10,17.743976211024805,Guinea Bissau
11,14.978009589041097,Guinea Bissau
12,12.488278313359572,Guinea Bissau
01,11.635348180539687,Guinea
02,12.577013608582863,Guinea
03,14.57424544136386,Guinea
04,16.969518652622337,Guinea
05,19.523826324124585,Guinea
06,21.22447707777459,Guinea
07,22.207359550068105,Guinea
08,22.016857218298238,Guinea
09,20.380570169626292,Guinea
10,17.743976211024805,Guinea
11,14.978009589041097,Guinea
12,12.488278313359572,Guinea
01,11.635348180539687,Guyana
02,12.577013608582863,Guyana
03,14.57424544136386,Guyana
04,16.969518652622337,Guyana
05,19.523826324124585,Guyana
06,21.22447707777459,Guyana
07,22.207359550068105,Guyana
08,22.016857218298238,Guyana
09,20.380570169626292,Guyana
10,17.743976211024805,Guyana
11,14.978009589041097,Guyana
12,12.488278313359572,Guyana
01,11.635348180539687,Haiti
02,12.577013608582863,Haiti
03,14.57424544136386,Haiti
04,16.969518652622337,Haiti
05,19.523826324124585,Haiti
06,21.22447707777459,Haiti
07,22.207359550068105,Haiti
08,22.016857218298238,Haiti
09,20.380570169626292,Haiti
10,17.743976211024805,Haiti
11,14.978009589041097,Haiti
12,12.488278313359572,Haiti
01,11.635348180539687,Heard Island And Mcdonald Islands
02,12.577013608582863,Heard Island And Mcdonald Islands
03,14.57424544136386,Heard Island And Mcdonald Islands
04,16.969518652622337,Heard Island And Mcdonald Islands
05,19.523826324124585,Heard Island And Mcdonald Islands
06,21.22447707777459,Heard Island And Mcdonald Islands
07,22.207359550068105,Heard Island And Mcdonald Islands
08,22.016857218298238,Heard Island And Mcdonald Islands
09,20.380570169626292,Heard Island And Mcdonald Islands
10,17.743976211024805,Heard Island And Mcdonald Islands
11,14.978009589041097,Heard Island And Mcdonald Islands
12,12.488278313359572,Heard Island And Mcdonald Islands
01,11.635348180539687,Honduras
02,12.577013608582863,Honduras
03,14.57424544136386,Honduras
04,16.969518652622337,Honduras
05,19.523826324124585,Honduras
06,21.22447707777459,Honduras
07,22.207359550068105,Honduras
08,22.016857218298238,Honduras
09,20.380570169626292,Honduras
10,17.743976211024805,Honduras
11,14.978009589041097,Honduras
12,12.488278313359572,Honduras
01,11.635348180539687,Hong Kong
02,12.577013608582863,Hong Kong
03,14.57424544136386,Hong Kong
04,16.969518652622337,Hong Kong
05,19.523826324124585,Hong Kong
06,21.22447707777459,Hong Kong
07,22.207359550068105,Hong Kong
08,22.016857218298238,Hong Kong
09,20.380570169626292,Hong Kong
10,17.743976211024805,Hong Kong
11,14.978009589041097,Hong Kong
12,12.488278313359572,Hong Kong
01,11.635348180539687,Hungary
02,12.577013608582863,Hungary
03,14.57424544136386,Hungary
04,16.969518652622337,Hungary
05,19.523826324124585,Hungary
06,21.22447707777459,Hungary
07,22.207359550068105,Hungary
08,22.016857218298238,Hungary
09,20.380570169626292,Hungary
10,17.743976211024805,Hungary
11,14.978009589041097,Hungary
12,12.488278313359572,Hungary
01,11.635348180539687,Iceland
02,12.577013608582863,Iceland
03,14.57424544136386,Iceland
04,16.969518652622337,Iceland
05,19.523826324124585,Iceland
06,21.22447707777459,Iceland
07,22.207359550068105,Iceland
08,22.016857218298238,Iceland
09,20.380570169626292,Iceland
10,17.743976211024805,Iceland
11,14.978009589041097,Iceland
12,12.488278313359572,Iceland
01,11.635348180539687,India
02,12.577013608582863,India
03,14.57424544136386,India
04,16.969518652622337,India
05,19.523826324124585,India
06,21.22447707777459,India
07,22.207359550068105,India
08,22.016857218298238,India
09,20.380570169626292,India
10,17.743976211024805,India
11,14.978009589041097,India
12,12.488278313359572,India
01,11.635348180539687,Indonesia
02,12.577013608582863,Indonesia
03,14.57424544136386,Indonesia
04,16.969518652622337,Indonesia
05,19.523826324124585,Indonesia
06,21.22447707777459,Indonesia
07,22.207359550068105,Indonesia
08,22.016857218298238,Indonesia
09,20.380570169626292,Indonesia
10,17.743976211024805,Indonesia
11,14.978009589041097,Indonesia
12,12.488278313359572,Indonesia
01,11.635348180539687,Iran
02,12.577013608582863,Iran
03,14.57424544136386,Iran
04,16.969518652622337,Iran
05,19.523826324124585,Iran
06,21.22447707777459,Iran
07,22.207359550068105,Iran
08,22.016857218298238,Iran
09,20.380570169626292,Iran
10,17.743976211024805,Iran
11,14.978009589041097,Iran
12,12.488278313359572,Iran
01,11.635348180539687,Iraq
02,12.577013608582863,Iraq
03,14.57424544136386,Iraq
04,16.969518652622337,Iraq
05,19.523826324124585,Iraq
06,21.22447707777459,Iraq
07,22.207359550068105,Iraq
08,22.016857218298238,Iraq
09,20.380570169626292,Iraq
10,17.743976211024805,Iraq
11,14.978009589041097,Iraq
12,12.488278313359572,Iraq
01,11.635348180539687,Ireland
02,12.577013608582863,Ireland
03,14.57424544136386,Ireland
04,16.969518652622337,Ireland
05,19.523826324124585,Ireland
06,21.22447707777459,Ireland
07,22.207359550068105,Ireland
08,22.016857218298238,Ireland
09,20.380570169626292,Ireland
10,17.743976211024805,Ireland
11,14.978009589041097,Ireland
12,12.488278313359572,Ireland
01,11.635348180539687,Isle Of Man
02,12.577013608582863,Isle Of Man
03,14.57424544136386,Isle Of Man
04,16.969518652622337,Isle Of Man
05,19.523826324124585,Isle Of Man
06,21.22447707777459,Isle Of Man
07,22.207359550068105,Isle Of Man
08,22.016857218298238,Isle Of Man
09,20.380570169626292,Isle Of Man
10,17.743976211024805,Isle Of Man
11,14.978009589041097,Isle Of Man
12,12.488278313359572,Isle Of Man
01,11.635348180539687,Israel
02,12.577013608582863,Israel
03,14.57424544136386,Israel
04,16.969518652622337,Israel
05,19.523826324124585,Israel
06,21.22447707777459,Israel
07,22.207359550068105,Israel
08,22.016857218298238,Israel
09,20.380570169626292,Israel
10,17.743976211024805,Israel
11,14.978009589041097,Israel
12,12.488278313359572,Israel
01,11.635348180539687,Italy
02,12.577013608582863,Italy
03,14.57424544136386,Italy
04,16.969518652622337,Italy
05,19.523826324124585,Italy
06,21.22447707777459,Italy
07,22.207359550068105,Italy
08,22.016857218298238,Italy
09,20.380570169626292,Italy
10,17.743976211024805,Italy
11,14.978009589041097,Italy
12,12.488278313359572,Italy
01,11.635348180539687,Jamaica
02,12.577013608582863,Jamaica
03,14.57424544136386,Jamaica
04,16.969518652622337,Jamaica
05,19.523826324124585,Jamaica
06,21.22447707777459,Jamaica
07,22.207359550068105,Jamaica
08,22.016857218298238,Jamaica
09,20.380570169626292,Jamaica
10,17.743976211024805,Jamaica
11,14.978009589041097,Jamaica
12,12.488278313359572,Jamaica
01,11.635348180539687,Japan
02,12.577013608582863,Japan
03,14.57424544136386,Japan
04,16.969518652622337,Japan
05,19.523826324124585,Japan
06,21.22447707777459,Japan
07,22.207359550068105,Japan
08,22.016857218298238,Japan
09,20.380570169626292,Japan
10,17.743976211024805,Japan
11,14.978009589041097,Japan
12,12.488278313359572,Japan
01,11.635348180539687,Jersey
02,12.577013608582863,Jersey
03,14.57424544136386,Jersey
04,16.969518652622337,Jersey
05,19.523826324124585,Jersey
06,21.22447707777459,Jersey
07,22.207359550068105,Jersey
08,22.016857218298238,Jersey
09,20.380570169626292,Jersey
10,17.743976211024805,Jersey
11,14.978009589041097,Jersey
12,12.488278313359572,Jersey
01,11.635348180539687,Jordan
02,12.577013608582863,Jordan
03,14.57424544136386,Jordan
04,16.969518652622337,Jordan
05,19.523826324124585,Jordan
06,21.22447707777459,Jordan
07,22.207359550068105,Jordan
08,22.016857218298238,Jordan
09,20.380570169626292,Jordan
10,17.743976211024805,Jordan
11,14.978009589041097,Jordan
12,12.488278313359572,Jordan
01,11.635348180539687,Kazakhstan
02,12.577013608582863,Kazakhstan
03,14.57424544136386,Kazakhstan
04,16.969518652622337,Kazakhstan
05,19.523826324124585,Kazakhstan
06,21.22447707777459,Kazakhstan
07,22.207359550068105,Kazakhstan
08,22.016857218298238,Kazakhstan
09,20.380570169626292,Kazakhstan
10,17.743976211024805,Kazakhstan
11,14.978009589041097,Kazakhstan
12,12.488278313359572,Kazakhstan
01,11.635348180539687,Kenya
02,12.577013608582863,Kenya
03,14.57424544136386,Kenya
04,16.969518652622337,Kenya
05,19.523826324124585,Kenya
06,21.22447707777459,Kenya
07,22.207359550068105,Kenya
08,22.016857218298238,Kenya
09,20.380570169626292,Kenya
10,17.743976211024805,Kenya
11,14.978009589041097,Kenya
12,12.488278313359572,Kenya
01,11.635348180539687,Kingman Reef
02,12.577013608582863,Kingman Reef
03,14.57424544136386,Kingman Reef
04,16.969518652622337,Kingman Reef
05,19.523826324124585,Kingman Reef
06,21.22447707777459,Kingman Reef
07,22.207359550068105,Kingman Reef
08,22.016857218298238,Kingman Reef
09,20.380570169626292,Kingman Reef
10,17.743976211024805,Kingman Reef
11,14.978009589041097,Kingman Reef
12,12.488278313359572,Kingman Reef
01,11.635348180539687,Kiribati
02,12.577013608582863,Kiribati
03,14.57424544136386,Kiribati
04,16.969518652622337,Kiribati
05,19.523826324124585,Kiribati
06,21.22447707777459,Kiribati
07,22.207359550068105,Kiribati
08,22.016857218298238,Kiribati
09,20.380570169626292,Kiribati
10,17.743976211024805,Kiribati
11,14.978009589041097,Kiribati
12,12.488278313359572,Kiribati
01,11.635348180539687,Kuwait
02,12.577013608582863,Kuwait
03,14.57424544136386,Kuwait
04,16.969518652622337,Kuwait
05,19.523826324124585,Kuwait
06,21.22447707777459,Kuwait
07,22.207359550068105,Kuwait
08,22.016857218298238,Kuwait
09,20.380570169626292,Kuwait
10,17.743976211024805,Kuwait
11,14.978009589041097,Kuwait
12,12.488278313359572,Kuwait
01,11.635348180539687,Kyrgyzstan
02,12.577013608582863,Kyrgyzstan
03,14.57424544136386,Kyrgyzstan
04,16.969518652622337,Kyrgyzstan
05,19.523826324124585,Kyrgyzstan
06,21.22447707777459,Kyrgyzstan
07,22.207359550068105,Kyrgyzstan
08,22.016857218298238,Kyrgyzstan
09,20.380570169626292,Kyrgyzstan
10,17.743976211024805,Kyrgyzstan
11,14.978009589041097,Kyrgyzstan
12,12.488278313359572,Kyrgyzstan
01,11.635348180539687,Laos
02,12.577013608582863,Laos
03,14.57424544136386,Laos
04,16.969518652622337,Laos
05,19.523826324124585,Laos
06,21.22447707777459,Laos
07,22.207359550068105,Laos
08,22.016857218298238,Laos
09,20.380570169626292,Laos
10,17.743976211024805,Laos
11,14.978009589041097,Laos
12,12.488278313359572,Laos
01,11.635348180539687,Latvia
02,12.577013608582863,Latvia
03,14.57424544136386,Latvia
04,16.969518652622337,Latvia
05,19.523826324124585,Latvia
06,21.22447707777459,Latvia
07,22.207359550068105,Latvia
08,22.016857218298238,Latvia
09,20.380570169626292,Latvia
10,17.743976211024805,Latvia
11,14.978009589041097,Latvia
12,12.488278313359572,Latvia
01,11.635348180539687,Lebanon
02,12.577013608582863,Lebanon
03,14.57424544136386,Lebanon
04,16.969518652622337,Lebanon
05,19.523826324124585,Lebanon
06,21.22447707777459,Lebanon
07,22.207359550068105,Lebanon
08,22.016857218298238,Lebanon
09,20.380570169626292,Lebanon
10,17.743976211024805,Lebanon
11,14.978009589041097,Lebanon
12,12.488278313359572,Lebanon
01,11.635348180539687,Lesotho
02,12.577013608582863,Lesotho
03,14.57424544136386,Lesotho
04,16.969518652622337,Lesotho
05,19.523826324124585,Lesotho
06,21.22447707777459,Lesotho
07,22.207359550068105,Lesotho
08,22.016857218298238,Lesotho
09,20.380570169626292,Lesotho
10,17.743976211024805,Lesotho
11,14.978009589041097,Lesotho
12,12.488278313359572,Lesotho
01,11.635348180539687,Liberia
02,12.577013608582863,Liberia
03,14.57424544136386,Liberia
04,16.969518652622337,Liberia
05,19.523826324124585,Liberia
06,21.22447707777459,Liberia
07,22.207359550068105,Liberia
08,22.016857218298238,Liberia
09,20.380570169626292,Liberia
10,17.743976211024805,Liberia
11,14.978009589041097,Liberia
12,12.488278313359572,Liberia
01,11.635348180539687,Libya
02,12.577013608582863,Libya
03,14.57424544136386,Libya
04,16.969518652622337,Libya
05,19.523826324124585,Libya
06,21.22447707777459,Libya
07,22.207359550068105,Libya
08,22.016857218298238,Libya
09,20.380570169626292,Libya
10,17.743976211024805,Libya
11,14.978009589041097,Libya
12,12.488278313359572,Libya
01,11.635348180539687,Liechtenstein
02,12.577013608582863,Liechtenstein
03,14.57424544136386,Liechtenstein
04,16.969518652622337,Liechtenstein
05,19.523826324124585,Liechtenstein
06,21.22447707777459,Liechtenstein
07,22.207359550068105,Liechtenstein
08,22.016857218298238,Liechtenstein
09,20.380570169626292,Liechtenstein
10,17.743976211024805,Liechtenstein
11,14.978009589041097,Liechtenstein
12,12.488278313359572,Liechtenstein
01,11.635348180539687,Lithuania
02,12.577013608582863,Lithuania
03,14.57424544136386,Lithuania
04,16.969518652622337,Lithuania
05,19.523826324124585,Lithuania
06,21.22447707777459,Lithuania
07,22.207359550068105,Lithuania
08,22.016857218298238,Lithuania
09,20.380570169626292,Lithuania
10,17.743976211024805,Lithuania
11,14.978009589041097,Lithuania
12,12.488278313359572,Lithuania
01,11.635348180539687,Luxembourg
02,12.577013608582863,Luxembourg
03,14.57424544136386,Luxembourg
04,16.969518652622337,Luxembourg
05,19.523826324124585,Luxembourg
06,21.22447707777459,Luxembourg
07,22.207359550068105,Luxembourg
08,22.016857218298238,Luxembourg
09,20.380570169626292,Luxembourg
10,17.743976211024805,Luxembourg
11,14.978009589041097,Luxembourg
12,12.488278313359572,Luxembourg
01,11.635348180539687,Macau
02,12.577013608582863,Macau
03,14.57424544136386,Macau
04,16.969518652622337,Macau
05,19.523826324124585,Macau
06,21.22447707777459,Macau
07,22.207359550068105,Macau
08,22.016857218298238,Macau
09,20.380570169626292,Macau
10,17.743976211024805,Macau
11,14.978009589041097,Macau
12,12.488278313359572,Macau
01,11.635348180539687,Macedonia
02,12.577013608582863,Macedonia
03,14.57424544136386,Macedonia
04,16.969518652622337,Macedonia
05,19.523826324124585,Macedonia
06,21.22447707777459,Macedonia
07,22.207359550068105,Macedonia
08,22.016857218298238,Macedonia
09,20.380570169626292,Macedonia
10,17.743976211024805,Macedonia
11,14.978009589041097,Macedonia
12,12.488278313359572,Macedonia
01,11.635348180539687,Madagascar
02,12.577013608582863,Madagascar
03,14.57424544136386,Madagascar
04,16.969518652622337,Madagascar
05,19.523826324124585,Madagascar
06,21.22447707777459,Madagascar
07,22.207359550068105,Madagascar
08,22.016857218298238,Madagascar
09,20.380570169626292,Madagascar
10,17.743976211024805,Madagascar
11,14.978009589041097,Madagascar
12,12.488278313359572,Madagascar
01,11.635348180539687,Malawi
02,12.577013608582863,Malawi
03,14.57424544136386,Malawi
04,16.969518652622337,Malawi
05,19.523826324124585,Malawi
06,21.22447707777459,Malawi
07,22.207359550068105,Malawi
08,22.016857218298238,Malawi
09,20.380570169626292,Malawi
10,17.743976211024805,Malawi
11,14.978009589041097,Malawi
12,12.488278313359572,Malawi
01,11.635348180539687,Malaysia
02,12.577013608582863,Malaysia
03,14.57424544136386,Malaysia
04,16.969518652622337,Malaysia
05,19.523826324124585,Malaysia
06,21.22447707777459,Malaysia
07,22.207359550068105,Malaysia
08,22.016857218298238,Malaysia
09,20.380570169626292,Malaysia
10,17.743976211024805,Malaysia
11,14.978009589041097,Malaysia
12,12.488278313359572,Malaysia
01,11.635348180539687,Mali
02,12.577013608582863,Mali
03,14.57424544136386,Mali
04,16.969518652622337,Mali
05,19.523826324124585,Mali
06,21.22447707777459,Mali
07,22.207359550068105,Mali
08,22.016857218298238,Mali
09,20.380570169626292,Mali
10,17.743976211024805,Mali
11,14.978009589041097,Mali
12,12.488278313359572,Mali
01,11.635348180539687,Malta
02,12.577013608582863,Malta
03,14.57424544136386,Malta
04,16.969518652622337,Malta
05,19.523826324124585,Malta
06,21.22447707777459,Malta
07,22.207359550068105,Malta
08,22.016857218298238,Malta
09,20.380570169626292,Malta
10,17.743976211024805,Malta
11,14.978009589041097,Malta
12,12.488278313359572,Malta
01,11.635348180539687,Martinique
02,12.577013608582863,Martinique
03,14.57424544136386,Martinique
04,16.969518652622337,Martinique
05,19.523826324124585,Martinique
06,21.22447707777459,Martinique
07,22.207359550068105,Martinique
08,22.016857218298238,Martinique
09,20.380570169626292,Martinique
10,17.743976211024805,Martinique
11,14.978009589041097,Martinique
12,12.488278313359572,Martinique
01,11.635348180539687,Mauritania
02,12.577013608582863,Mauritania
03,14.57424544136386,Mauritania
04,16.969518652622337,Mauritania
05,19.523826324124585,Mauritania
06,21.22447707777459,Mauritania
07,22.207359550068105,Mauritania
08,22.016857218298238,Mauritania
09,20.380570169626292,Mauritania
10,17.743976211024805,Mauritania
11,14.978009589041097,Mauritania
12,12.488278313359572,Mauritania
01,11.635348180539687,Mauritius
02,12.577013608582863,Mauritius
03,14.57424544136386,Mauritius
04,16.969518652622337,Mauritius
05,19.523826324124585,Mauritius
06,21.22447707777459,Mauritius
07,22.207359550068105,Mauritius
08,22.016857218298238,Mauritius
09,20.380570169626292,Mauritius
10,17.743976211024805,Mauritius
11,14.978009589041097,Mauritius
12,12.488278313359572,Mauritius
01,11.635348180539687,Mayotte
02,12.577013608582863,Mayotte
03,14.57424544136386,Mayotte
04,16.969518652622337,Mayotte
05,19.523826324124585,Mayotte
06,21.22447707777459,Mayotte
07,22.207359550068105,Mayotte
08,22.016857218298238,Mayotte
09,20.380570169626292,Mayotte
10,17.743976211024805,Mayotte
11,14.978009589041097,Mayotte
12,12.488278313359572,Mayotte
01,11.635348180539687,Mexico
02,12.577013608582863,Mexico
03,14.57424544136386,Mexico
04,16.969518652622337,Mexico
05,19.523826324124585,Mexico
06,21.22447707777459,Mexico
07,22.207359550068105,Mexico
08,22.016857218298238,Mexico
09,20.380570169626292,Mexico
10,17.743976211024805,Mexico
11,14.978009589041097,Mexico
12,12.488278313359572,Mexico
01,11.635348180539687,Moldova
02,12.577013608582863,Moldova
03,14.57424544136386,Moldova
04,16.969518652622337,Moldova
05,19.523826324124585,Moldova
06,21.22447707777459,Moldova
07,22.207359550068105,Moldova
08,22.016857218298238,Moldova
09,20.380570169626292,Moldova
10,17.743976211024805,Moldova
11,14.978009589041097,Moldova
12,12.488278313359572,Moldova
01,11.635348180539687,Monaco
02,12.577013608582863,Monaco
03,14.57424544136386,Monaco
04,16.969518652622337,Monaco
